date,Latitude,Longitude,Category
30,40.737877213812936,-73.9768803262364,graffiti
30,40.718541866512254,-73.76508944218301,graffiti
30,40.7111038,-73.7648552,graffiti
30,40.7111038,-73.7648552,graffiti
30,40.735472636006904,-73.73760962360993,graffiti
30,40.676423099898486,-73.9414447099936,graffiti
30,40.6762678902431,-73.94988815289632,graffiti
30,40.67137430209018,-73.93921770633037,graffiti
30,40.677755496292434,-73.94974643035262,graffiti
30,40.677590401466695,-73.94882000788307,graffiti
30,40.69779921182378,-73.95305636159034,graffiti
30,40.67790155020241,-73.93954344101832,graffiti
30,40.67833353998738,-73.94727998260136,graffiti
30,40.70809067576454,-74.00028494428926,graffiti
30,40.75104376658098,-73.87979865271357,graffiti
30,40.684776692789676,-73.85567743547855,graffiti
30,40.707102164361054,-73.93768829167755,graffiti
30,40.742696723539346,-73.92070463500326,graffiti
30,40.68100055227608,-73.86296136379583,graffiti
30,40.82744823108619,-73.88178167450992,graffiti
30,40.607427447247595,-74.09203150051069,graffiti
30,40.727125607746,-73.89335707440847,graffiti
30,40.682079431383194,-73.8702205975783,graffiti
30,40.70169585691467,-73.9253301091004,graffiti
30,40.71402295842265,-73.92589345337545,graffiti
30,40.73744002949111,-73.99109066654937,graffiti
30,40.772637746503364,-73.92687523907338,graffiti
30,40.66371103571303,-73.97760169890397,graffiti
30,40.712121893546495,-73.7937634166431,graffiti
29,40.67985803526406,-73.85135082273436,graffiti
29,40.71893504175922,-73.993438000036,graffiti
29,40.73046279641808,-73.99024369573766,graffiti
29,40.698465519358265,-73.80091383409918,graffiti
29,40.706920413827554,-73.79064516816602,graffiti
29,40.70726667513782,-73.78937086069226,graffiti
29,40.70794149791241,-73.7847086235215,graffiti
29,40.70794190920284,-73.78492864263995,graffiti
29,40.707941443941465,-73.78467976855536,graffiti
29,40.7088226182503,-73.78473463323871,graffiti
29,40.708022796695474,-73.78269210549247,graffiti
29,40.70935722239442,-73.78004745354028,graffiti
29,40.70885655855935,-73.77803643157246,graffiti
29,40.70748201639177,-73.78855502826426,graffiti
29,40.70759625454818,-73.78798838675858,graffiti
29,40.70774068222401,-73.7874216470274,graffiti
29,40.70315577859612,-73.77386450338388,graffiti
29,40.70463417574659,-73.77473591999959,graffiti
29,40.705477424959646,-73.77645349510064,graffiti
29,40.705477424959646,-73.77645349510064,graffiti
29,40.7055347692871,-73.77914394803472,graffiti
29,40.70542546058904,-73.78227858186924,graffiti
29,40.70460672751447,-73.7847771007298,graffiti
29,40.70460398275804,-73.7847771095913,graffiti
29,40.70343439078267,-73.7920699218527,graffiti
29,40.710404994701754,-73.79145301861702,graffiti
29,40.690634389030194,-73.94468118730487,graffiti
29,40.67346256087535,-73.99512601698957,graffiti
29,40.715276462719075,-73.99959237751864,graffiti
29,40.71591598057683,-73.99832981398475,graffiti
29,40.7175161571803,-73.99733773893664,graffiti
29,40.71745298720585,-73.99594889384667,graffiti
29,40.717222446871915,-73.9965477335901,graffiti
29,40.71538897835712,-73.99783923647315,graffiti
29,40.798701207236945,-73.82098465499652,graffiti
28,40.680972221956154,-73.92868112013173,graffiti
28,40.68092006458396,-73.92867035964777,graffiti
28,40.680867907210434,-73.92865959918065,graffiti
28,40.68076633723143,-73.92863807535971,graffiti
28,40.78471015980614,-73.97402939747475,graffiti
28,40.836012851721954,-73.84763022535047,graffiti
28,40.6887106225405,-73.96695606857219,graffiti
28,40.6887106225405,-73.96695606857219,graffiti
28,40.72252405677892,-73.76086163069208,graffiti
28,40.840006,-73.83725059999999,graffiti
28,40.81493260454509,-73.8622665112171,graffiti
28,40.82496244181866,-73.86989495626706,graffiti
28,40.78015560327916,-73.94696827488103,graffiti
28,40.78035041456416,-73.94682729834864,graffiti
28,40.78337277337466,-73.94771318297816,graffiti
28,40.78324061970877,-73.94682499027611,graffiti
28,40.7804437155467,-73.94678389412746,graffiti
27,40.83447483129802,-73.82929397925143,graffiti
27,40.58151419680072,-73.9620806318512,graffiti
27,40.58158270945611,-73.96175658774459,graffiti
27,40.581571747014,-73.96180699482369,graffiti
27,40.63197615710564,-73.96741649342442,graffiti
27,40.62899490141071,-73.9659841080511,graffiti
27,40.631245781507815,-73.96650535761282,graffiti
27,40.62587389186789,-73.96536968029329,graffiti
27,40.62530020468074,-73.96528351997593,graffiti
27,40.62458377411364,-73.96515060466758,graffiti
27,40.621160820509544,-73.96450039498878,graffiti
27,40.6196658,-73.9642859,graffiti
27,40.62511802140852,-73.96203424445919,graffiti
27,40.61394384511596,-73.95415625251417,graffiti
27,40.67993080625616,-73.86126903760595,graffiti
27,40.67991987933286,-73.86131232478452,graffiti
27,40.67946513830436,-73.87153803087588,graffiti
27,40.74686547473227,-73.94301405913224,graffiti
27,40.631950554655184,-74.0024751061385,graffiti
27,40.68595733141272,-73.86504248124417,graffiti
27,40.68594918166144,-73.8651146116656,graffiti
27,40.734445594855586,-73.99235758597095,graffiti
27,40.733830640858834,-73.99061124750011,graffiti
27,40.7367079914686,-73.95770187800358,graffiti
27,40.76211746941206,-73.72992039890399,graffiti
27,40.78169818188679,-73.84206015455098,graffiti
27,40.70186516074308,-73.8817194547595,graffiti
27,40.76139909197343,-73.73259455906282,graffiti
27,40.71655473579482,-73.9017105744513,graffiti
27,40.76180823760858,-73.72914554239902,graffiti
27,40.66402609554729,-73.99757777127984,graffiti
27,40.73221978679448,-74.0039004596796,graffiti
27,40.756049299386035,-73.89887299110352,graffiti
27,40.75083249294145,-73.89383884903098,graffiti
27,40.67600166693157,-73.97526503623519,graffiti
26,40.879903132882696,-73.92140527044693,graffiti
26,40.879903132882696,-73.92140527044693,graffiti
26,40.67135721752603,-73.92859046417041,graffiti
26,40.672863702597844,-73.95491245501579,graffiti
26,40.67473511442677,-73.95359172827452,graffiti
26,40.678719044916285,-73.96490599749806,graffiti
26,40.67785035966591,-73.96076762242132,graffiti
26,40.67773485981508,-73.96012956141308,graffiti
26,40.677759605189124,-73.96025212510801,graffiti
26,40.679413543798894,-73.96513997906148,graffiti
26,40.58112524232758,-73.964611676008,graffiti
26,40.624409070280656,-73.94627428773825,graffiti
26,40.6243188747591,-73.9470993015368,graffiti
26,40.62495540775229,-73.94654042538548,graffiti
26,40.62908423679962,-73.94798897416479,graffiti
26,40.631117910551765,-73.94751543157255,graffiti
26,40.636618706478885,-73.94804435321709,graffiti
26,40.635639622233256,-73.94985741160114,graffiti
26,40.63846724002269,-73.95098666872798,graffiti
26,40.638058328242145,-73.95113109327012,graffiti
26,40.634634916788,-73.94959875627428,graffiti
26,40.6350275928086,-73.94999118030118,graffiti
26,40.63628526655737,-73.9512981301346,graffiti
26,40.63730953509918,-73.95240352338594,graffiti
26,40.638114110691106,-73.95326409229,graffiti
26,40.71473029858885,-73.9498195558953,graffiti
26,40.7499868883985,-73.94431068620187,graffiti
26,40.74720229914514,-73.82868031516496,graffiti
26,40.767812,-73.962014,graffiti
26,40.86923384075472,-73.89934083072487,graffiti
26,40.87406649993626,-73.90165491961852,graffiti
26,40.87569173167496,-73.90209366576633,graffiti
26,40.733387081565894,-73.79459605848314,graffiti
26,40.62482640405298,-74.13180789835533,graffiti
26,40.676571425032556,-73.91518440283599,graffiti
26,40.69042228970674,-73.84080153347469,graffiti
26,40.72419639890167,-73.90868032651315,graffiti
26,40.69588986870814,-73.96341840502372,graffiti
26,40.69514847607302,-73.9624703838622,graffiti
26,40.724336903690215,-74.00150443968211,graffiti
26,40.691319231057086,-73.85058964953623,graffiti
26,40.75596033128412,-73.87787314400533,graffiti
26,40.72647216557685,-73.9937619674883,graffiti
25,40.618800287479914,-73.99909227966971,graffiti
25,40.63218920304708,-73.97408875216654,graffiti
25,40.72661741589792,-73.80502572134401,graffiti
25,40.62876427956575,-73.97677041829874,graffiti
25,40.63009280956115,-73.97702934843504,graffiti
25,40.63004889078019,-73.97701855553534,graffiti
25,40.63377013573454,-73.96370105534326,graffiti
25,40.63892746412587,-73.97325020454049,graffiti
25,40.613610286034344,-74.06576859574837,graffiti
25,40.642989914613246,-73.96382936444958,graffiti
25,40.638440889020565,-73.95363138222415,graffiti
25,40.638435328119755,-73.95345483295318,graffiti
25,40.638469972518735,-73.95095784170387,graffiti
25,40.64460721705282,-73.95761972898069,graffiti
25,40.6176324903398,-73.93138546098298,graffiti
25,40.649147381065035,-73.95841686724519,graffiti
25,40.650429054495454,-73.9580304647232,graffiti
25,40.650437237468836,-73.95788991241758,graffiti
25,40.65044268872125,-73.95778539954311,graffiti
25,40.65423112863618,-73.95956697154148,graffiti
25,40.654272302888934,-73.95957415454795,graffiti
25,40.65637421183081,-73.9344523438765,graffiti
25,40.655171403941004,-73.9563263795762,graffiti
25,40.667417333463064,-73.93124413041524,graffiti
25,40.66194588056164,-73.94443104444983,graffiti
25,40.66197323590493,-73.94423998863002,graffiti
25,40.66196779348075,-73.9443373118857,graffiti
25,40.66073667473221,-73.9607668744665,graffiti
25,40.661417210300066,-73.95299185569479,graffiti
25,40.662593646468025,-73.93403532729832,graffiti
25,40.66259092855059,-73.93408218758248,graffiti
25,40.6626073951539,-73.93407856687891,graffiti
25,40.664749680978886,-73.95375367107181,graffiti
25,40.666293898215564,-73.95111040655145,graffiti
25,40.664213754831046,-73.94587096229941,graffiti
25,40.83006332081046,-73.84427967462106,graffiti
25,40.67431898822877,-73.82049656201559,graffiti
25,40.67431898822877,-73.82049656201559,graffiti
25,40.7151748378707,-73.94956310478396,graffiti
25,40.83290466152549,-73.87145859481177,graffiti
25,40.77795676657093,-73.80919016485579,graffiti
25,40.847264192622575,-73.86831519906161,graffiti
24,40.84281407235268,-73.8674891283494,graffiti
24,40.8435117163791,-73.8679142185582,graffiti
24,40.721913292210786,-74.0000793680321,graffiti
24,40.72024722261868,-73.99950215842597,graffiti
24,40.72030760778209,-73.99962481470573,graffiti
24,40.69025961541156,-73.93648883435269,graffiti
24,40.689757268896884,-73.93639195356847,graffiti
24,40.743247834098256,-73.92818140109817,graffiti
24,40.75252813501491,-73.9494157162682,graffiti
24,40.784853504585094,-73.84124018262494,graffiti
24,40.784853504585094,-73.84124018262494,graffiti
24,40.78485075985614,-73.84124018916957,graffiti
24,40.78485075985614,-73.84124018916957,graffiti
24,40.78475990332266,-73.84920637919484,graffiti
24,40.66699366726908,-73.95076024085245,graffiti
24,40.66871500955577,-73.95866421075247,graffiti
24,40.66846048016713,-73.95340504244923,graffiti
24,40.666794316540454,-73.9313240750938,graffiti
