Latitude,Longitude,Category
40.70186516,-73.88171945,graffiti
40.76139909,-73.73259456,graffiti
40.71655474,-73.90171057,graffiti
40.76180824,-73.72914554,graffiti
40.6640261,-73.99757777,graffiti
40.73221979,-74.00390046,graffiti
40.7560493,-73.89887299,graffiti
40.75083249,-73.89383885,graffiti
40.67600167,-73.97526504,graffiti
40.87990313,-73.92140527,graffiti
40.87990313,-73.92140527,graffiti
40.67135722,-73.92859046,graffiti
40.6728637,-73.95491246,graffiti
40.67473511,-73.95359173,graffiti
40.67871904,-73.964906,graffiti
40.67785036,-73.96076762,graffiti
40.67773486,-73.96012956,graffiti
40.67775961,-73.96025213,graffiti
40.67941354,-73.96513998,graffiti
40.58112524,-73.96461168,graffiti
40.62440907,-73.94627429,graffiti
40.62431887,-73.9470993,graffiti
40.62495541,-73.94654043,graffiti
40.62908424,-73.94798897,graffiti
40.63111791,-73.94751543,graffiti
40.63661871,-73.94804435,graffiti
40.63563962,-73.94985741,graffiti
40.63846724,-73.95098667,graffiti
40.63805833,-73.95113109,graffiti
40.63463492,-73.94959876,graffiti
40.63502759,-73.94999118,graffiti
40.63628527,-73.95129813,graffiti
40.63730954,-73.95240352,graffiti
40.63811411,-73.95326409,graffiti
40.7147303,-73.94981956,graffiti
40.74998689,-73.94431069,graffiti
40.7472023,-73.82868032,graffiti
40.767812,-73.962014,graffiti
40.86923384,-73.89934083,graffiti
40.8740665,-73.90165492,graffiti
40.87569173,-73.90209367,graffiti
40.73338708,-73.79459606,graffiti
40.6248264,-74.1318079,graffiti
40.67657143,-73.9151844,graffiti
40.69042229,-73.84080153,graffiti
40.7241964,-73.90868033,graffiti
40.69588987,-73.96341841,graffiti
40.69514848,-73.96247038,graffiti
40.7243369,-74.00150444,graffiti
40.69131923,-73.85058965,graffiti
40.75596033,-73.87787314,graffiti
40.72647217,-73.99376197,graffiti
40.61880029,-73.99909228,graffiti
40.6321892,-73.97408875,graffiti
40.72661742,-73.80502572,graffiti
40.62876428,-73.97677042,graffiti
40.63009281,-73.97702935,graffiti
40.63004889,-73.97701856,graffiti
40.63377014,-73.96370106,graffiti
40.63892746,-73.9732502,graffiti
40.61361029,-74.0657686,graffiti
40.64298991,-73.96382936,graffiti
40.63844089,-73.95363138,graffiti
40.63843533,-73.95345483,graffiti
40.63846997,-73.95095784,graffiti
40.64460722,-73.95761973,graffiti
40.61763249,-73.93138546,graffiti
40.64914738,-73.95841687,graffiti
40.65042905,-73.95803046,graffiti
40.65043724,-73.95788991,graffiti
40.65044269,-73.9577854,graffiti
40.65423113,-73.95956697,graffiti
40.6542723,-73.95957415,graffiti
40.65637421,-73.93445234,graffiti
40.6551714,-73.95632638,graffiti
40.66741733,-73.93124413,graffiti
40.66194588,-73.94443104,graffiti
40.66197324,-73.94423999,graffiti
40.66196779,-73.94433731,graffiti
40.66073667,-73.96076687,graffiti
40.66141721,-73.95299186,graffiti
40.66259365,-73.93403533,graffiti
40.66259093,-73.93408219,graffiti
40.6626074,-73.93407857,graffiti
40.66474968,-73.95375367,graffiti
40.6662939,-73.95111041,graffiti
40.66421375,-73.94587096,graffiti
40.83006332,-73.84427967,graffiti
40.67431899,-73.82049656,graffiti
40.67431899,-73.82049656,graffiti
40.71517484,-73.9495631,graffiti
40.83290466,-73.87145859,graffiti
40.77795677,-73.80919016,graffiti
40.84726419,-73.8683152,graffiti
40.84281407,-73.86748913,graffiti
40.84351172,-73.86791422,graffiti
40.72191329,-74.00007937,graffiti
40.72024722,-73.99950216,graffiti
40.72030761,-73.99962481,graffiti
40.69025962,-73.93648883,graffiti
40.68975727,-73.93639195,graffiti
40.74324783,-73.9281814,graffiti
40.75252814,-73.94941572,graffiti
40.7848535,-73.84124018,graffiti
40.7848535,-73.84124018,graffiti
40.78485076,-73.84124019,graffiti
40.78485076,-73.84124019,graffiti
40.7847599,-73.84920638,graffiti
40.66699367,-73.95076024,graffiti
40.66871501,-73.95866421,graffiti
40.66846048,-73.95340504,graffiti
40.66679432,-73.93132408,graffiti
40.68048086,-73.99335525,graffiti
40.72069182,-74.00368333,graffiti
40.72302766,-74.00099933,graffiti
40.62039502,-74.00015129,graffiti
40.71274238,-73.82721421,graffiti
40.71297377,-73.8277655,graffiti
40.71919204,-73.96077215,graffiti
40.86355823,-73.89369144,graffiti
40.67971292,-73.82981993,graffiti
40.76671683,-73.73908218,graffiti
40.8570276,-73.93245434,graffiti
40.68693139,-73.82235924,graffiti
40.85701822,-73.93052396,graffiti
40.84540917,-73.86866223,graffiti
40.84588125,-73.86865407,graffiti
40.84556842,-73.86871613,graffiti
40.84431171,-73.86903667,graffiti
40.84360762,-73.870191,graffiti
40.82100066,-73.9375419,graffiti
40.70780842,-73.81728282,graffiti
40.720814,-73.998797,graffiti
40.72182818,-73.99755042,graffiti
40.72014282,-73.99516589,graffiti
40.71886654,-73.99593438,graffiti
40.71872105,-73.99557003,graffiti
40.72298089,-73.99480131,graffiti
40.62749782,-73.92780521,graffiti
40.7455698,-73.91220582,graffiti
40.69403577,-73.9679956,graffiti
40.72117642,-73.98288195,graffiti
40.75663798,-73.83376713,graffiti
40.60469479,-73.99935897,graffiti
40.79911761,-73.93871821,graffiti
40.63236589,-74.02088902,graffiti
40.63245368,-74.02112323,graffiti
40.82152938,-73.89169554,graffiti
40.69448916,-73.74684764,graffiti
40.6548167,-73.88147851,graffiti
40.70010297,-73.84270066,graffiti
40.60111559,-73.95652019,graffiti
40.68762078,-73.97768742,graffiti
40.8745474,-73.87401048,graffiti
40.73426099,-73.86613178,graffiti
40.82005851,-73.81784534,graffiti
40.71179116,-73.78997698,graffiti
40.7125272,-73.8011825,graffiti
40.6987995,-73.8442611,graffiti
40.71010859,-73.7945199,graffiti
40.70889451,-73.79867884,graffiti
40.70801867,-73.80168964,graffiti
40.79568087,-73.82743956,graffiti
40.70519189,-73.81169954,graffiti
40.70494081,-73.81257669,graffiti
40.70518642,-73.81171038,graffiti
40.70493536,-73.81260195,graffiti
40.71102666,-73.79526013,graffiti
40.70983289,-73.79537561,graffiti
40.70972163,-73.79455356,graffiti
40.70977933,-73.79458584,graffiti
40.72625518,-73.99144213,graffiti
40.72528909,-73.99239111,graffiti
40.72374107,-73.99275927,graffiti
40.6320417,-74.02251017,graffiti
40.67714729,-73.91083938,graffiti
40.71926719,-73.99398631,graffiti
40.75454601,-73.91709195,graffiti
40.75459262,-73.91703053,graffiti
40.70914119,-73.95457772,graffiti
40.83955647,-73.83196255,graffiti
40.78061902,-73.95223248,graffiti
40.7810747,-73.95235853,graffiti
40.7810747,-73.95235853,graffiti
40.78112958,-73.95231877,graffiti
40.77987253,-73.95240994,graffiti
40.77987253,-73.95240994,graffiti
40.62250301,-73.99891932,graffiti
40.62565402,-73.99827083,graffiti
40.62566226,-73.99826002,graffiti
40.66916966,-73.91641584,graffiti
40.80401742,-73.95820092,graffiti
40.63513491,-74.02332187,graffiti
40.59269439,-74.08720072,graffiti
40.57297415,-74.11126707,graffiti
40.87356236,-73.85553525,graffiti
40.87702362,-73.90625379,graffiti
40.66363665,-73.95722917,graffiti
40.71625193,-73.95941391,graffiti
40.69403577,-73.9679956,graffiti
40.82915562,-73.87167903,graffiti
40.62729195,-73.92778381,graffiti
40.80269019,-73.91170787,graffiti
40.82781612,-73.94942714,graffiti
40.78831178,-73.97650169,graffiti
40.69234628,-73.76400977,graffiti
40.72037244,-73.76099922,graffiti
40.69944134,-73.93734924,graffiti
40.83818011,-73.82923749,graffiti
40.7929692,-73.94366439,graffiti
40.77460269,-73.91828011,graffiti
40.77481727,-73.91896223,graffiti
40.6127987,-73.98161671,graffiti
40.63097475,-74.11655169,graffiti
40.72232572,-73.97836486,graffiti
40.72257245,-73.97685317,graffiti
40.64109808,-73.98581393,graffiti
40.72113285,-73.74817144,graffiti
40.61469091,-73.97299698,graffiti
40.77424455,-73.91272042,graffiti
40.71387398,-73.93858376,graffiti
40.75866037,-73.82967959,graffiti
40.77125115,-73.90378159,graffiti
40.76045771,-73.76269996,graffiti
40.75860845,-73.76843866,graffiti
40.74928789,-73.88875606,graffiti
40.68044837,-73.96529086,graffiti
40.62672423,-74.00791107,graffiti
40.62795123,-74.00665753,graffiti
40.8248241,-73.87637373,graffiti
